counterfeit_smiles,parent_smiles,rule_name,category,difficulty,similarity_to_parent,edited_atoms,mw,logp,qed,heavy_atoms,citation
CC/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)c(C)c1,Cc1cc(NC(=O)/C(C#N)=C(\O)C2CC2)ccc1C(F)(F)F,mmp0083_RC1CC1_to_RCC,scaffold-hop,subtle,0.667,1 2,298.26,3.7,0.507,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cc(NC(=O)/C(C#N)=C(\O)CCc2ccccc2)ccc1C(F)(F)F,Cc1cc(NC(=O)/C(C#N)=C(\O)C2CC2)ccc1C(F)(F)F,mmp0117_RC_to_RCCc1ccccc1,scaffold-hop,obvious,0.539,1 2 3 4 5 6 7 8,374.36,4.92,0.443,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H]1[C@@H]2CCCC[C@@]2(c2cccs2)CCN1CCc1ccccc1,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCc1ccccc1)CC3,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.408,1 2 3 4 5 14,339.55,5.51,0.709,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H]1CN(Cc2ccc(CC(=O)N(C)CCC(CC3CC3)Nc3cccc(F)c3)cc2)CCN1,C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.491,0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 18 19,466.65,4.29,0.519,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cccc(Cn2c(=O)c3ccc(Cl)cc3n(CC(=O)O)c2=O)c1,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,mmp0077_RC_to_RCc1ccccCc1,scaffold-hop,obvious,0.542,7,358.78,2.26,0.775,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccnc([N-]S(=O)(=O)c2ccccn2)n1,Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+],mmp0032_Rc1ccccc1_to_Rc1ccccn1,scaffold-hop,subtle,0.483,6,249.28,1.57,0.824,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccccc1[C@H](CC1CC1)C(=O)N1C[C@@H]2[C@H](C1)C(c1ccccc1)(c1ccccc1)CC[C@@]2(O)c1ccccc1OC,COc1ccccc1[C@H](C)C(=O)N1C[C@@H]2[C@H](C1)C(c1ccccc1)(c1ccccc1)CC[C@@]2(O)c1ccccc1OC,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.707,2 3 4,601.79,7.33,0.218,45,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Clc1ccc([C@@]2(Cn3ccnc3)OC[C@H](CC3CC3)O2)c(Cl)c1,C#CCOC[C@H]1CO[C@](Cn2ccnc2)(c2ccc(Cl)cc2Cl)O1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.643,2 3 4,353.25,4.26,0.806,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccs1,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.6,5,452.58,3.97,0.669,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cccc(Cc2ccc(S(=O)(=O)NC(=O)NC3CCCC3)cc2)c1,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,mmp0077_RC_to_RCc1ccccCc1,scaffold-hop,obvious,0.591,2 3 4 5 6 7 8,372.49,3.52,0.843,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cc(-n2ncc(=O)[nH]c2=O)cc(CC2CC2)c1Sc1ccc(Cl)cc1,Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Sc1ccc(Cl)cc1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.653,2 3 4,399.9,3.99,0.704,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2C(F)(F)F)c1,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,mmp0104_RNCCCC_to_RN1CCNCCC1,scaffold-hop,moderate,0.842,,527.55,4.87,0.358,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccn3)ncc2C(F)(F)F)c1,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,mmp0032_Rc1ccccc1_to_Rc1ccccn1,scaffold-hop,subtle,0.514,6,400.36,4.5,0.528,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@](O)(C(=O)C(=CO)C(N)=O)[C@H](CC3CC3)[C@@H](O)[C@@H]21,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.415,1 2 3 4 11 15 16 20 21 25 26 27,443.45,1.14,0.17,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H]1CCN1c1nc(NC[C@H]2[C@H](CC(=O)O)[C@H]2CC2CC2)cc(C(F)(F)F)n1,C[C@H]1CCN1c1nc(N2C[C@@H]3[C@@H](CC(=O)O)[C@@H]3C2)cc(C(F)(F)F)n1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.44,0 1 2 3 4 5 6 7 8 9 10 11 12,398.43,3.64,0.696,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)c1cn([C@@H]2C[C@@H]2F)c2c(Cl)c(N3CCCCC3)c(F)cc2c1=O,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2.O,mmp0106_RNCCCC_to_RN1CCCCC1,scaffold-hop,subtle,0.631,,382.79,3.77,0.877,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccc(F)cc4)c3c2Cl)CC12CC2,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2.O,mmp0109_RC1CC1_to_Rc1cccFcc1,scaffold-hop,obvious,0.585,3 4 5 6,445.85,3.55,0.643,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
N#Cc1c(N)nc(SCc2csc(-c3ccccn3)n2)c(C#N)c1-c1ccc(OCCO)cc1,N#Cc1c(N)nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c1-c1ccc(OCCO)cc1,mmp0032_Rc1ccccc1_to_Rc1ccccn1,scaffold-hop,subtle,0.723,6,486.58,4.26,0.349,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(C(=O)OCCN1CCCCC1)c1ccccc1,CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,mmp0053_RNCC_to_RN1CCCCC1,scaffold-hop,moderate,0.474,4,275.39,3.21,0.747,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(CCN1CCN(C)CC1)=C1c2ccccc2Oc2ncccc21,CN1CCC(=C2c3ccccc3Oc3ncccc32)CC1,mmp0021_RNCC_to_RN1CCNCCC1,scaffold-hop,obvious,0.422,0 1 2 3 4 5 6 7 8 9 10,335.45,3.65,0.73,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(CCc2ccccc2)cc1C(=O)NCCN1CCC(C(=O)c2ccc(F)cc2)CC1,COc1ccc(C#N)cc1C(=O)NCCN1CCC(C(=O)c2ccc(F)cc2)CC1,mmp0117_RC_to_RCCc1ccccc1,scaffold-hop,obvious,0.646,2 3 4 5 6 7 8,488.6,4.94,0.411,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(C#N)cc1C(=O)NCCN1CCC(C(=O)c2cccs2)CC1,COc1ccc(C#N)cc1C(=O)NCCN1CCC(C(=O)c2ccc(F)cc2)CC1,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.678,5,397.5,2.95,0.727,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=c1[nH]c2ccccc2c(=O)n1CCCCN1CCC(Cc2cccs2)CC1,O=C(c1ccc(F)cc1)C1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,mmp0027_RCc1ccccc1_to_RCc1cccs1,scaffold-hop,subtle,0.537,6,397.54,3.49,0.621,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1c(NS(=O)(=O)c2c(Cl)cc(-c3ccnc(N4CCN(C)CC4)c3)cc2Cl)c(CC(C)C)nn1C,Cc1c(NS(=O)(=O)c2c(Cl)cc(-c3ccnc(N4CCNCC4)c3)cc2Cl)c(CC(C)C)nn1C,mmp0021_RNCC_to_RN1CCNCCC1,scaffold-hop,obvious,0.809,5,551.54,4.85,0.452,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cccc(Cc2nn(C)c(C)c2NS(=O)(=O)c2c(Cl)cc(-c3ccnc(N4CCNCC4)c3)cc2Cl)c1,Cc1c(NS(=O)(=O)c2c(Cl)cc(-c3ccnc(N4CCNCC4)c3)cc2Cl)c(CC(C)C)nn1C,mmp0077_RC_to_RCc1ccccCc1,scaffold-hop,obvious,0.686,2 3 4 5 6 7 8,585.56,5.21,0.31,39,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cccc(CC(=O)OCc2ccc3n(c2=O)Cc2c-3nc3ccccc3c2CCNC(C)C)c1,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C.Cl,mmp0077_RC_to_RCc1ccccCc1,scaffold-hop,obvious,0.46,0 1 2 3 4 5 6 7 8 9 10,481.6,4.56,0.329,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNCC1CC1,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C.Cl,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.755,2 3 4,445.52,2.62,0.35,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
N#CN=C(NCCCCCCOc1cccs1)Nc1ccncc1,N#CN=C(NCCCCCCOc1ccc(Cl)cc1)Nc1ccncc1,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.625,5,343.46,3.62,0.314,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[N+](CC)(CC)CCOc1ccc(C=Cc2cccs2)cc1,CC[N+](CC)(CC)CCOc1ccc(/C=C/c2ccccc2)cc1.[I-],mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.6,5,330.52,5.17,0.576,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)c1cccc(C(C)C)c1NC(=O)NCC(CCc1ccccc1)c1ccc(N(C)C)cc1,CC(C)c1cccc(C(C)C)c1NC(=O)NCC1(c2ccc(N(C)C)cc2)CCCC1.Cl,mmp0060_RCC_to_Rc1ccccc1,scaffold-hop,obvious,0.418,0 1 2 3 4 5 6 7 8 10 12 13 15 16 19 21 24 25,471.69,7.54,0.321,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOC(=O)C(C#N)=C(c1ccccc1)c1cccs1,CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.636,5,283.35,3.64,0.489,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=COCc1c(-c2ccccc2)cc2n(c1=O)Cc1cc3cc(O)ccc3nc1-2,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,mmp0060_RCC_to_Rc1ccccc1,scaffold-hop,obvious,0.425,1 2 3 4 5 6 12 16 20,384.39,3.47,0.48,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)CC[C@@H](c1ccc(Br)cc1)c1nccs1,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,mmp0073_Rc1ccccn1_to_Rc1nccs1,scaffold-hop,subtle,0.423,5,325.27,3.99,0.826,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23CC2CC2)C1,CC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.682,2 3 4,510.67,4.28,0.433,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccccn1,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc(F)cc(F)c1,mmp0032_Rc1ccccc1_to_Rc1ccccn1,scaffold-hop,subtle,0.622,6,322.41,1.91,0.934,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(CCn1c(CNCCN2CCCCC2)nc2ccccc21)c1ccccc1,CC(C)NC(=O)CN1CCN(Cc2nc3ccccc3n2CCC(=O)c2ccccc2)CC1,mmp0123_RCCNCCCC_to_RCCN1CCCCC1,scaffold-hop,subtle,0.515,0 1 2 3 4 5 6 7 8,390.53,3.88,0.445,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(CCc1ccccc1)NC(=O)CN1CCN(Cc2nc3ccccc3n2CCC(=O)c2ccccc2)CC1,CC(C)NC(=O)CN1CCN(Cc2nc3ccccc3n2CCC(=O)c2ccccc2)CC1,mmp0117_RC_to_RCCc1ccccc1,scaffold-hop,obvious,0.753,2 3 4 5 6 7 8,537.71,4.56,0.268,40,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
OC(C1=CC(=C(c2ccccn2)c2ncccn2)C=C1)(c1ccccn1)c1ccccn1,OC(C1=CC(=C(c2ccccn2)c2ccccn2)C=C1)(c1ccccn1)c1ccccn1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.772,6,417.47,3.9,0.53,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)c1nn(CC(=O)N2C[C@H](F)C[C@H]2C(=O)Nc2ncccn2)c2ccc(-c3cnc(C)nc3)cc12,CC(=O)c1nn(CC(=O)N2C[C@H](F)C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccc(-c3cnc(C)nc3)cc12,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.721,6,502.51,2.37,0.397,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(CNc2nc([C@@H](C)CC[C@H](C)C(=O)O)nc3sc4ccccc4c23)cc1Cl,COc1ccc(CNc2nc([C@H]3CC[C@H](C(=O)O)CC3)nc3sc4ccccc4c23)cc1Cl,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.573,0 1 2 3 4 5 6 7 9,484.02,6.72,0.275,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](CC[C@H](C)C(=O)O)CNC(=O)c1cc(C(F)(F)F)cc2ccn(Cc3ccc4ccccc4n3)c12,O=C(NC[C@H]1CC[C@H](C(=O)O)CC1)c1cc(C(F)(F)F)cc2ccn(Cc3ccc4ccccc4n3)c12,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.622,0 1 2 3 4 5 6 7 9,511.54,6.12,0.283,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](CC[C@H](C)C(=O)O)CNC(=O)c1cc(C(F)(F)F)cc2ccn(Cc3ccc4ccccc4n3)c12,O=C(NC[C@H]1CC[C@H](C(=O)O)CC1)c1cc(C(F)(F)F)cc2ccn(Cc3ccc4ccccc4n3)c12,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.622,0 1 2 3 4 5 6 7 9,511.54,6.12,0.283,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc2[nH]c([S+]([O-])Cc3ncccn3)nc2c1,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.553,6,288.33,1.67,0.738,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC(C(=O)N[C@@H]1C(=O)N([C@H](C)C(=O)O)[C@@H]1S)c1ccc(Cl)c(Cl)c1,COC(C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccc(Cl)c(Cl)c1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.512,1 2 3 4 5 10,407.28,1.74,0.493,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOCCn1nc(C(=O)NS(C)(=O)=O)c2nc(N(C)CC)nc(Nc3ncccn3)c21,CCOCCn1nc(C(=O)NS(C)(=O)=O)c2nc(N(C)CC)nc(Nc3cc(C)ccn3)c21,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.697,6,463.52,0.54,0.404,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
[O-][S+](Cc1ncccn1)c1nc2ccccc2[nH]1,[O-][S+](Cc1ccccn1)c1nc2ccccc2[nH]1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.632,6,258.31,1.66,0.725,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cc(C)c2c(c1)[C@@H](N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2C[C@@H](C)CC[C@H](C)C(=O)O,Cc1cc(C)c2c(c1)[C@@H](N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2C[C@H]1CC[C@H](C(=O)O)CC1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.67,0 1 2 3 4 5 6 7 9,640.67,7.35,0.232,45,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
c1cnc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,O=C1CCCN1c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.506,6,295.39,3.22,0.871,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N([C@@H]1[CH]CCCC1)[C@H](C)C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.484,0 1 2 3 4 5 7 10 11 14 15 17,431.55,2.98,0.523,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](N[C@H](C)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.544,,312.37,0.68,0.689,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cn1cc(C2=C(c3cn(C4CCN(Cc5ncccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.761,6,516.61,4.33,0.352,39,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)c1c(C)c2cnc(Nc3ncccn3)nc2n(C2CCCC2)c1=O,CC(=O)c1c(C)c2cnc(Nc3ccc(C4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.579,6,364.41,2.95,0.71,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccccc1S(=O)(=O)NC(=O)c1cc(COc2ccc(-c3ncccn3)cc2)c(C)o1,COc1ccc(-c2ccc(OCc3cc(C(=O)NS(=O)(=O)c4ccccc4C)oc3C)cc2)nc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.699,6,463.52,4.05,0.44,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](Oc1ccc(C(F)(F)F)cc1)C(=O)O,Cc1ccccc1SCC[C@H](Oc1ccc(C(F)(F)F)cc1)C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.4,,234.17,2.56,0.874,16,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1nc(-c2cnn(C)c2-c2ncccn2)c2c(N3CCC3)ncnn12,Cc1nc(-c2cnn(C)c2-c2ccc(C(F)(F)F)cn2)c2c(N3CCC3)ncnn12,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.591,6,347.39,1.5,0.555,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](NC(=O)c1ccc(N2C[C@H]3CNc4nc(N)[nH]c(=O)c4N3C2)cc1)C(=O)O,Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)C[C@H]1CN2,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.745,,399.41,-0.37,0.463,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)CCOC(c1ccc(Cl)cc1)c1ncccn1,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.6,6,291.78,2.8,0.82,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ncccn3)sc2C1,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.636,6,514.61,0.03,0.473,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ncccn3)c2)c(Cl)c1,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.667,6,422.29,4.11,0.684,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN1[C@@H](C(=O)NC(C)(CC)CC[C@H](C)C(=O)O)[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)C12CCCCC2,CCN1[C@@H](C(=O)NC23CCC(C(=O)O)(CC2)CC3)[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)C12CCCCC2,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.664,0 1 2 3 4 5 6 7 9 10 12,646.63,7.3,0.266,44,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1CCC(NC(=O)NS(=O)(=O)c2ccc(CCNC(=O)N(C)c3ncccn3)cc2)CC1,CC1CCC(NC(=O)NS(=O)(=O)c2ccc(CCNC(=O)N(C)c3ccccn3)cc2)CC1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.762,6,474.59,2.43,0.564,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)C(=O)[C@H]1C[C@@H]1c1ccc(-c2ncn([11CH3])c2Sc2ncccn2)cc1,CN(C)C(=O)[C@H]1C[C@@H]1c1ccc(-c2ncn([11CH3])c2Sc2ccc(Cl)cn2)cc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.654,6,378.49,3.22,0.638,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ncccn2)N1CC(F)(F)F,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.515,6,347.34,3.25,0.773,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](C(=O)O)N1C(=O)[C@@H](NC(=O)C2(N)CCCCC2)[C@H]1S,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.432,1 2 3 4 5 10,315.4,-0.3,0.42,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(O[C@H](C)C(=O)O)cc1,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.702,,464.47,4.92,0.518,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C1NC(=O)C(Cc2ccc(OCCc3ncccn3)cc2)S1,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.575,6,329.38,1.99,0.873,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Nc1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1,mmp0125_Rn1cccNnc1eqO_to_Rn1cncNnc1eqO,other,subtle,0.594,3,324.19,-3.05,0.353,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
